y,agency,commissionPercent,metroDistance,metroStation,metroLine,apartmentType,apartmentSquare,apartmentFloor,buildingFloor,absoluteTime,relativeTime,latitude,longitude,postalCode,area,vip
2,Yes,50,1700,Ленинская,Автозаводская линия,2-к квартира,45.0,2,5,1568008860,2 недели назад,56.302548,43.9116,603034,Ленинский район,No
3,No,20,500,Стрелка,Сормовская линия,1-к квартира,32.7,3,6,1568027340,2 недели назад,56.33068000000001,43.951225,603070,Канавинский район,No
3,No,70,700,Стрелка,Сормовская линия,2-к квартира,44.0,4,5,1568048100,2 недели назад,56.330261,43.956974,603086,Канавинский район,No
4,Yes,70,3900,Автозаводская,Автозаводская линия,2-к квартира,101.0,7,9,1568042460,2 недели назад,56.23433000000001,43.950255,603137,Приокский район,No
2,No,50,3800,Буревестник,Сормовская линия,1-к квартира,43.0,5,10,1568026500,2 недели назад,56.362601,43.859175,603003,Сормовский район,No
3,Yes,60,900,Стрелка,Сормовская линия,2-к квартира,52.0,4,10,1568011680,2 недели назад,56.343064,43.944281,603159,Канавинский район,No
3,Yes,50,1100,Горьковская,Автозаводская линия,1-к квартира,35.0,3,11,1568039760,2 недели назад,56.30453000000001,43.98732800000001,603022,Советский район,No
2,Yes,50,4200,Автозаводская,Автозаводская линия,1-к квартира,35.0,4,9,1568014860,2 недели назад,56.22784,43.945853,603137,Приокский район,No
2,No,50,1500,Буревестник,Сормовская линия,1-к квартира,29.3,10,10,1568014140,2 недели назад,56.34264,43.911268,603074,Сормовский район,No
2,Yes,70,1200,Московская,Сормовская линия,1-к квартира,32.0,2,5,1568011500,2 недели назад,56.329292,43.958124,603070,Канавинский район,No
3,Yes,60,3700,Горьковская,Автозаводская линия,2-к квартира,65.0,6,17,1568029920,2 недели назад,56.294566,44.044174,603122,Советский район,No
2,Yes,70,4300,Автозаводская,Автозаводская линия,2-к квартира,40.0,3,5,1568022720,2 недели назад,56.230102,43.952537,603137,Приокский район,No
4,No,0,2400,Горьковская,Автозаводская линия,2-к квартира,50.0,2,10,1568040660,2 недели назад,56.300534999999996,44.025847999999996,603105,Советский район,No
4,No,0,800,Стрелка,Сормовская линия,2-к квартира,63.5,3,9,1568028840,2 недели назад,56.333864,43.937158000000004,603070,Канавинский район,No
3,Yes,0,3500,Горьковская,Автозаводская линия,2-к квартира,43.0,3,5,1568012580,2 недели назад,56.293032,44.038109999999996,603122,Советский район,No
2,Yes,50,900,Ленинская,Автозаводская линия,1-к квартира,38.0,7,17,1568011740,2 недели назад,56.300635,43.951144,603132,Ленинский район,No
4,No,0,1400,Стрелка,Сормовская линия,3-к квартира,100.0,3,10,1568008500,2 недели назад,56.34477,43.932414,603159,Канавинский район,No
4,Yes,0,5400,Горьковская,Автозаводская линия,2-к квартира,50.2,17,18,1568019480,2 недели назад,56.275539,44.047416999999996,603162,Советский район,No
1,Yes,50,7000,Буревестник,Сормовская линия,1-к квартира,33.0,5,9,1567976460,2 недели назад,56.370354000000006,43.801035999999996,603158,Сормовский район,No
3,Yes,70,5000,Горьковская,Автозаводская линия,1-к квартира,44.0,3,13,1568019780,2 недели назад,56.303107,44.074195,603163,Нижегородский район,No
3,Yes,70,3900,Автозаводская,Автозаводская линия,1-к квартира,37.0,23,25,1568020920,2 недели назад,56.238202,43.955115,603107,Приокский район,No
3,Yes,70,2300,Горьковская,Автозаводская линия,2-к квартира,67.0,8,10,1568019780,2 недели назад,56.309464,44.030744,603089,Советский район,No
4,Yes,50,100,Горьковская,Автозаводская линия,2-к квартира,47.0,6,9,1568017080,2 недели назад,56.314627,43.993751,603000,Нижегородский район,No
1,No,0,5700,Парк Культуры,Автозаводская линия,Студия,22.0,1,3,1567965960,2 недели назад,56.193091,43.890643,607635,Богородский район,No
4,Yes,70,800,Горьковская,Автозаводская линия,2-к квартира,65.0,12,18,1568035200,2 недели назад,56.312125,43.982298,603000,Нижегородский район,No
4,Yes,70,1900,Горьковская,Автозаводская линия,2-к квартира,70.0,3,11,1568021760,2 недели назад,56.30008,43.976917,603022,Советский район,No
4,Yes,70,1100,Горьковская,Автозаводская линия,3-к квартира,125.0,3,5,1568035200,2 недели назад,56.319334999999995,44.009571,603006,Нижегородский район,No
3,No,0,2300,Горьковская,Автозаводская линия,2-к квартира,64.0,4,5,1568009160,2 недели назад,56.301308999999996,44.024366,603105,Советский район,No
4,Yes,70,2800,Горьковская,Автозаводская линия,4-к квартира,115.0,15,19,1568017080,2 недели назад,56.32282900000001,44.037418,603024,Нижегородский район,No
2,No,0,2900,Горьковская,Автозаводская линия,Студия,21.7,3,18,1567968360,2 недели назад,56.287986,43.984885,603104,Советский район,No
4,Yes,70,1200,Горьковская,Автозаводская линия,2-к квартира,110.0,2,7,1568035200,2 недели назад,56.321067000000006,44.00949,603006,Нижегородский район,No
3,Yes,70,1000,Горьковская,Автозаводская линия,1-к квартира,44.0,5,10,1568019780,2 недели назад,56.309853000000004,43.979989,603000,Советский район,No
4,Yes,60,500,Горьковская,Автозаводская линия,1-к квартира,51.0,7,9,1568017020,2 недели назад,56.312385,44.002078999999995,603000,Нижегородский район,No
4,No,70,4600,Горьковская,Автозаводская линия,2-к квартира,80.0,10,17,1568018580,2 недели назад,56.313648,44.069731,603093,Нижегородский район,No
4,No,0,1300,Горьковская,Автозаводская линия,3-к квартира,130.0,5,6,1568033340,2 недели назад,56.320353000000004,43.977159,603000,Нижегородский район,No
2,No,0,1200,Кировская,Автозаводская линия,1-к квартира,35.0,3,9,1569657780,1 день назад,56.252047,43.861034000000004,603138,Автозаводский район,No
2,No,0,1200,Парк Культуры,Автозаводская линия,1-к квартира,31.0,6,10,1569426120,3 дня назад,56.23386899999999,43.846185,603142,Автозаводский район,No
